Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
LINNEX,LI22,LI22,954MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Linsay,LINSAY_F10XHD,LINSAY_F10XHD,974MB,Tablet,Allwinner A64,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,27,2.0
LiteTEL,X15,X15,942MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Logic Instrument,Logic Instrument Fieldbook KS80,lifbks80,2895MB,Tablet,Mediatek MT6753,1280x800,213,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Logic Instrument,Fieldbook F1,lifbf1,,Phone,Mediatek MT6752,1080x1920,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
Logic Instrument,Fieldbook K80,lifbk80,3847MB,Tablet,Intel Z8500,800x1280,160,x86;armeabi-v7a;armeabi,22,3.1
Logic Instrument,Logic Instrument Fieldbook N80,lifbn80,2851MB,Phone,Qualcomm MSM8940,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Logic Mobility,X4 Plus,X4,925MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,24,2.0
Logic Mobility,LOGIC_L5D,LOGIC_L5D,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2.0
Logic Mobility,X5A,LOGIC_X5A,925MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Logicom,C bot tab 100,CBotTab100,952MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2.0
Logicom,C bot tab 70,C_Bot_Tab_70,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2.0
Logicom,L-ITE Tab 870 LTE,L-ITETAB870LTE,923MB,Tablet,Mediatek MT8735,800x1280,160,armeabi-v7a;armeabi,22,3.0
Logicom,VRBOT552,VRBOT552,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,Le Lift,LeLift,869MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
Logicom,VRBOT552PLUS,VRBOT552PLUS,1943MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,Touch Tablet CT730,CT730,984MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
Logicom,ID bot 553+,IDbot553PLUS,1946MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,L-ITE502,L-ITE502,933MB,Phone,Mediatek MT6735M,540x960,240,armeabi-v7a;armeabi,22,3.0
Logicom,L-ITE 506 HD,L-ITE506HD,928MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,ID bot 53,IDbot53,867MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Logicom,M bot 551,M_BOT_551,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,L-EMENT 553,L-EMENT553,953MB,Phone,Spreadtrum SC7731,720x1280,320,armeabi-v7a;armeabi,23,2.0
Logicom,LIXIR1044,LIXIR1044,970MB,Tablet,Mediatek MT8127,768x1366,160,armeabi-v7a;armeabi,22,2.0
Logicom,L-EMENT551,L-EMENT551,953MB,Phone,Spreadtrum SC8830,540x960,240,armeabi-v7a;armeabi,22,2.0
Logicom,LEMENTTAB1042,LEMENTTAB1042,1002MB,Tablet,Allwinner A33,1024x600,160,armeabi-v7a;armeabi,22,2.0
Logicom,B bot 50,BBOT50,916MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,23,2.0
Logicom,LiteTab760,LiteTab760,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,22,2.0
Logicom,L-EMENT 403,L-EMENT_403,963MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2.0
Logicom,POWER bot,POWERBOT,911MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Logicom,ID bot 553,IDbot553,930MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,M bot 51,Mbot51,901MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Logicom,L-IXIR TAB 1046HD,L-IXIR_TAB_1046_HD,997MB,Tablet,Rockchip RK3126,1280x800,160,armeabi-v7a;armeabi,23,2.0
Logicom,L-ITE402,L-ITE402,935MB,Phone,Mediatek MT6735M,480x800,240,armeabi-v7a;armeabi,22,3.0
Logicom,Logikids 3,Logikids_3,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
Logicom,ID bot 56,ID_bot_56,878MB,Phone,Spreadtrum SC9832A,720x1280,320,armeabi-v7a;armeabi,24,2.0
Logicom,Logikids 4,logikids4,985MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
Logicom,Le Starter L,Le_Starter_L,898MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Logicom,LA_TAB_LINK71,LA_TAB_LINK71,961MB,Tablet,Mediatek MT8312,1024x600,160,armeabi-v7a;armeabi,24,2.0
Logicom,L-EMENTTAB1042,LEMENTTAB1042BTK,1002MB,Tablet,Allwinner A33,1024x600,160,armeabi-v7a;armeabi,22,2.0
Logicom,L743,L-EMENT743,999MB,Tablet,Allwinner A33,800x480,120,armeabi-v7a;armeabi,22,2.0
Logicom,L-ITE 502 PLUS,L-ITE502PLUS,924MB,Phone,Mediatek MT6735M,720x1280,320,armeabi-v7a;armeabi,22,3.0
Logicom,L-EMENT_TAB1043,LEMENTTAB1043,999MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,22,2.0
Logicom,Le Smooth,Le_Smooth,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Logicom,CT1080,CT1080,984MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
Logicom,M bot tab 70,M_BOT_TAB_70,1002MB,Tablet,Allwinner A33,800x1280,213,armeabi-v7a;armeabi,23,2.0
Logicom,L-ITE 506R HD,L-ITE506RHD,1944MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,M bot tab 100,M_BOT_TAB_100,1002MB,Tablet,Allwinner A33,800x1280,213,armeabi-v7a;armeabi,23,2.0
Logicom,Le Hop,Logicom_LeHop,880MB,Phone,Spreadtrum SC9832E,480x996,240,armeabi-v7a;armeabi,27,3.2
Logicom,L-ITE 552 HD,L-ITE552HD,928MB,Phone,Mediatek MT6735,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,M_ bot_ 52,M_bot_52,878MB,Phone,Spreadtrum SC9832A,720x1280,320,armeabi-v7a;armeabi,24,2.0
Logicom,L-EGANT ONE,L-EGANTONE,928MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,La Tab 72,La_Tab_72,985MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
Logicom,M bot tab 101,MBOTTAB101,1002MB,Tablet,Allwinner A33,800x1280,160,armeabi-v7a;armeabi,23,2.0
Logicom,M bot Tab 71,M_bot_tab_71,984MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
Logicom,Le UP,LeUp,861MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Logicom,L-ITE552,L-ITE552,933MB,Phone,Mediatek MT6735M,540x960,240,armeabi-v7a;armeabi,22,3.0
Logicom,L-ITE 400M,L-ITE400M,916MB,Phone,Spreadtrum SC9830,480x800,240,armeabi-v7a;armeabi,23,2.0
Logicom,L-EMENT TAB 744P,L-ementTab744P,1002MB,Tablet,Allwinner A33,1024x600,160,armeabi-v7a;armeabi,23,2.0
Logicom,Le Must,LeMust,1815MB,Phone,Spreadtrum SC9850,720x1440,320,armeabi-v7a;armeabi,24,3.2
Logicom,L-EMENT TAB 1043M,L-EMENT_TAB1043M,997MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,23,2.0
Logicom,L-ite_Tab1060,LiteTab1060,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,22,2.0
Logicom,Connect503,L-ite502,929MB,Phone,Mediatek MT6735M,540x960,240,armeabi-v7a;armeabi,22,3.0
Logicom,La Tab 107 HD,La_Tab_107,1996MB,Tablet,Rockchip RK3126C,800x1280,160,armeabi-v7a;armeabi,27,2.0
Logicom,M bot Tab 1150,M_bot_tab_1150,980MB,Tablet,Allwinner A64,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,25,2.0
Logicom,M bot 60,Mbot60,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Logicom,L-EMENT TAB 1043 BTK,L-EMENT_1043_BTK,998MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,22,2.0
Logicom,Le HELLO,Le_Hello,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2.0
Logicom,L-ITE452,L-ITE452,935MB,Phone,Mediatek MT6735,480x854,240,armeabi-v7a;armeabi,23,3.0
Logicom,L-EGANT  ONE-R,L-EGANTONE-R,1944MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,LeMoov2,LeMoov2,859MB,Phone,Spreadtrum SC9850K,720x1440,320,armeabi-v7a;armeabi,27,3.2
Logicom,le Moov,LeMoov,892MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Logicom,La Tab 106,LaTab106,985MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
Logicom,LaTab109HD,LaTab109HD,1960MB,Tablet,Rockchip RK3326,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Logicom,L-ITE 504 HD,L-ITE504HD,928MB,Phone,Mediatek MT6735V,720x1280,320,armeabi-v7a;armeabi,23,3.0
Logicom,La Tab 105,La_Tab_105,985MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
Logicom,L-EMENT503,L-EMENT503,953MB,Phone,Spreadtrum SC7731,480x854,240,armeabi-v7a;armeabi,22,2.0
Logicom,La Tab Full HD,La_Tab_Full_HD,1988MB,Tablet,Allwinner A64,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,25,2.0
Logicom,Logikids,Logikids_2,998MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,23,2.0
Logicom,B bot 550,BBOT550,916MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,23,2.0
Logicom,M bot 54,M_bot_54,878MB,Phone,Spreadtrum SC9832A,720x1280,320,armeabi-v7a;armeabi,24,2.0
Logicom,L-EMENT 505,L-EMENT505,963MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,23,2.0
Logicom,L_IXIR_TAB_1047HD,L_IXIR_TAB_1047HD,1954MB,Tablet,Allwinner A83T,800x1280,160,armeabi-v7a;armeabi,23,2.0
Logicom,IDbot53plus,IDbot53plus,1883MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Logicom,M bot Tab 103,MbotTab103,983MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,25,2.0
LOOQS,L108MR,L108MR,1960MB,Tablet,Rockchip RK3126C,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,LT_C3300,LT_C3300,2874MB,Phone,Mediatek MT6739CW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,LT_C3500,LT_C3500,2830MB,Phone,Mediatek MT6762,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,LT_C2100,LT_C2100,1897MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
LT Electronics,LT_C2200,LT_C2200,1871MB,Phone,Mediatek MT6739CW,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,K200,K200,3798MB,Phone,Mediatek MT6763,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,LT_C1500,LT_C1500,882MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
LT Electronics,LT_S10_Lite,LT_S10_Lite,2831MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
LT Electronics,LT_S9_NOTE,LT_S9_NOTE,3834MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Lumigon,T3,Lumigon_T3,2841MB,Phone,Mediatek MT6795,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Lumitel,L9503,L9503,905MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
Lumitel,L9502,L9502,880MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
LUMUS,NEOSR620,NEOSR620,2883MB,Phone,Mediatek MT6739WW,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Lyf,LS-5504 ,zx55q05_64,1893MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Lyf,LS-5503,P839F50,1913MB,Phone,Qualcomm MSM8939,720x1280,320,armeabi-v7a;armeabi,21,3.0
Lyf,LS-5201,panda01a_msm8952_64,2857MB,Phone,Qualcomm MSM8976,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Lyf,LS-5021,ZTE_T920,2928MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,22,3.0
Lyf,LS-5013,LS-5013,929MB,Phone,Mediatek MT6735P,720x1280,320,armeabi-v7a;armeabi,23,3.0
Lyf,LS-5020,LS-5020,2922-2935MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0
Lyf,LS-5018,HL-L51P,1929MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,22,3.0
Lyf,LS-5009,LS-5009,901MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3.0
Lyf,LS-5016,LS-5016,1915MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,22;23,3.0
Lyf,WATER F1,LS-5505,2845MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Lyf,LS-4503,LS-4503,901MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22,3.0
Lyf,LS-4006,LS-4006,978MB,Phone,Spreadtrum SC9830A,480x800,240,armeabi-v7a;armeabi,22,2.0
Lyf,LS-4505,LS-4505,900-901MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,22;23,3.0
Lyf,LT-8001,LT-8001,1915MB,Phone,Qualcomm MSM8909,800x1280,240,armeabi-v7a;armeabi,22,3.0
Lyf,LS-4508,C-451,898MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,23,3.0
Lyf,LS-5008,P839F30,1913MB,Phone,Qualcomm MSM8939,720x1280,320,armeabi-v7a;armeabi,21,3.0
M-Horse,M-HORSE,Pure1,2855MB,Phone,Mediatek MT6737H,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
M-Horse,M3,M3,957MB,Phone,Mediatek MT6580,480x996,240,armeabi-v7a;armeabi,27,2.0
M-Horse,M1,M1,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
M-Horse,Pure 2,Pure-2,3827MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
M-Horse,Pure 3,Pure_3,3806MB,Phone,Mediatek MT6763,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.2
M-Horse,P1,P1,1855MB,Phone,Mediatek MT6739WW,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
M-Horse,M2S,M2S,956MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
M-tech,Eros Smart,Eros_Smart,1801MB,Phone,Spreadtrum SC9832E,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
M-tech,Eros Power,EROS_Power,878MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2.0
M-tech,Eros_Star,Eros_Star,867MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
M3 Mobile,M3SL10,M3SL10,1923MB,Phone,Mediatek MT8735V,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
M3 Mobile,M3 SM15X,M3SM15X,3600MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
M4tel,M4 SS4450,DREAMPLUS02A-S10A,926MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,23,3.0
M4tel,M4 SS4455,NOVA03A_S22A,1928MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
M4tel,M4 SS4457,DREAMPLUS03A-S14A,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
M4tel,R2 Plus,R2_Plus,1904MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,27,3.2
Mafe,M8,M8,884MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Mafe,Z1,Z1,884MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi-v7a;armeabi,27,3.2
Majestic,TAB 611 3G,TAB_611_3G,957MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2.0
Majestic,TAB_711_4G,TAB_711_4G,1910MB,Tablet,Mediatek MT6735,1280x800,213,armeabi-v7a;armeabi,24,3.1
Making Life Simple,iQ1019N,IQ1019N,1813MB,Tablet,Mediatek MT6753,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Making Life Simple,iQF 200,iQF200,1864MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Making Life Simple,iQM960,iQM960,1953MB,Tablet,Mediatek MT6580,800x1280,160,armeabi-v7a;armeabi,24,2.0
Making Life Simple,Brace,iQM801,901MB,Tablet,Mediatek MT8735,800x1280,160,armeabi-v7a;armeabi,24,3.1
Making Life Simple,MLS Novel 3G,iQ181011N,956MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,24,2.0
Making Life Simple,iQ9013_4N,iQ9013_4N,968MB,Tablet,Mediatek MT8127,800x1280,213,armeabi-v7a;armeabi,24,2.0
Making Life Simple,iQ1805N,iQ1805N,967MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Making Life Simple,iQW503,iQW503,909MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,24,3.1
Making Life Simple,iQW553N,iQW553N,955MB,Phone,Mediatek MT8321,720x1280,320,armeabi-v7a;armeabi,24,2.0
Making Life Simple,iQGW516,iQGW516,1937MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Making Life Simple,iQS300,iQS300,1855MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Making Life Simple,iQ5011_E,iQ5011_E,3767MB,Phone,Mediatek MT6762,720x1500,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Making Life Simple,Stage,iQM1001,901MB,Tablet,Mediatek MT8735,800x1280,160,armeabi-v7a;armeabi,24,3.1
Making Life Simple,iQR704,iQR704,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
Making Life Simple,iQK700,iQK700,3813MB,Phone,Mediatek MT6750T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Making Life Simple,MLS_iQT800,iQT800,1844MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Making Life Simple,iQA27X_E,iQA27X_E,2824MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Making Life Simple,MLS iQ1452aN,iQ1452aN,909MB,Phone,Mediatek MT8735M,480x854,213,armeabi-v7a;armeabi,24,3.1
Making Life Simple,iQD700,iQD700,1890MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi-v7a;armeabi,24,2.0
Making Life Simple,iQW603,iQW603,961MB,Phone,Mediatek MT8321,540x960,213,armeabi-v7a;armeabi,24,2.0
Making Life Simple,iQ1012N,iQ1012N,954MB,Tablet,Mediatek MT8321,800x1280,213,armeabi-v7a;armeabi,24,2.0
Malata,UV350,UV350,1876MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.0
Mango,Mango_S5,Mango_S5,873MB,Phone,Mediatek MT6739WA,640x1280,320,armeabi-v7a;armeabi,27,3.2
Manta,MSP4507,MSP4507,927MB,Phone,Mediatek MT6735M,480x854,240,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Mantra,mTerminal100,Start,903MB,Tablet,Mediatek MT8735,1024x600,160,armeabi-v7a;armeabi,27,3.1
Mantra,MFSTAB_74G,MFSTAB_74G,1927MB,Tablet,Mediatek MT8735,600x1024,160,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Mantra,MFSTAB,MFSTAB,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Marshall,London,KB-1501,1893MB,Phone,Qualcomm MSM8916,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
Masstel,Masstel Tab8,Masstel_Tab8,953MB,Phone,Mediatek MT8321,800x1280,240,armeabi-v7a;armeabi,24,2.0
Masstel,Masstel Tab7,3G_Tablet_PC,958MB,Tablet,Mediatek MT8123,600x1024,160,armeabi-v7a;armeabi,24,2.0
Masstel,X8,Masstel_X8,1796MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Masstel,LT52,Masstel_LT52,901MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Masstel,Juno_Q6,Masstel_Juno_Q6,896MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Masstel,Tab8plus,Tab8Plus,889MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2.0
Masstel,Masstel_Juno_Q3,Masstel_Juno_Q3,958MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Masstel,Masstel_Juno_Q5,Masstel_Juno_Q5,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Masstel,X3,Masstel_X3,904MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Masstel,Tab7Plus,Tab7Plus,894MB,Tablet,Mediatek MT6580,600x1024,160,armeabi-v7a;armeabi,27,2.0
Masstel,Masstel_X6,Masstel_X6,950MB,Phone,Mediatek MT6580,540x1132,240,armeabi-v7a;armeabi,27,2.0
Masstel,Masstel_X5,Masstel_X5,890MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi-v7a;armeabi,27,3.2
Masstel,Masstel Juno S6,Masstel_Juno_S6,1862MB,Phone,Mediatek MT6737T,1080x1920,480,armeabi-v7a;armeabi,24,3.1
Masstel,N535,Masstel_N535,925MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Masstel,Tab7LTE,Masstel_Tab7LTE,906MB,Phone,Mediatek MT8735M,600x1024,213,armeabi-v7a;armeabi,24,3.1
Masstel,Masstel Juno Q5 Plus,Masstel_Juno_Q5Plus,902MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Masstel,Masstel Juno Q7,Masstel_Juno_Q7,903MB,Phone,Mediatek MT6580M,960x480,240,armeabi-v7a;armeabi,24,2.0
Masstel,Masstel_Tab10,Masstel_Tab10,956MB,Tablet,Mediatek MT6580,800x1280,160,armeabi-v7a;armeabi,24,2.0
Maxcom,RS-401,RS_401,1921MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Maxcom,MS514,MS514,930MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Maxcom,MS553,MS553,1792MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Maxcom,MS457,MS457,1928MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Maxcom,MS457Orange,MS457Orange,1921MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Maxcom,MS459,MS459,1910MB,Phone,Mediatek MT6737,480x854,240,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Maxcom,MS457PLUS,MS457PLUS,1928MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Maximus,P2,P2,890MB,Phone,Mediatek MT6739WA,480x960,213,armeabi-v7a;armeabi,27,3.2
Maximus,P7,P7,887MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi-v7a;armeabi,27,3.2
Maximus,D1,D1,882MB,Phone,Spreadtrum SC9832E,720x1280,320,armeabi-v7a;armeabi,27,3.2
Maximus,D7,D7,907MB,Phone,Mediatek MT6739WW,480x800,240,armeabi-v7a;armeabi,27,3.2
Maxis,NeXT X1,VFD710,2842MB,Phone,Qualcomm MSM8940,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Maxis,NeXT M2,VFD610,1405MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Maxtron,S9,S9,903MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Maxvi,Maxvi_MS401,Maxvi_MS401,925MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,24,2.0
Maxwest,MAXWEST,Black765857703671,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,24,2.0
Maxwest,Ranger 5,Ranger_5,1024MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Maxwest,Astro 5N LTE,Astro_5N_LTE,877MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi-v7a;armeabi,24,2.0
Maxwest,Nitro 4N LTE,Nitro_4N_LTE,934MB,Phone,Mediatek MT6737M,480x800,240,armeabi-v7a;armeabi,24,3.1
Maxwest,Astro 5 Go LTE,Astro_5_GO_LTE,859MB,Phone,Spreadtrum SC9850,480x854,240,armeabi-v7a;armeabi,27,3.2
Maxwest,Nitro_5X,Nitro_5X,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2.0
